"Question","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110"
"F13_1","0","1","0","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","0","1","1",NA,"1","0","1","0","0"
"F13_2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"F13_3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1"
"F13_4","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0"
"F13_5","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F14_1","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","1","1","1","0","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0"
"F14_2","1","1","1","1","1","0","0","0","0","1","1","0","1","1","0","0","0","1","1","0","0","0","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","1","0","1","1","1"
"F14_3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"F14_4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"F14_5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F15_1","1","1","1","1","0","1","0","1","1","1","1","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","1","1","1","0","0","1","1","0","1","1","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"F15_2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","1","1"
"F15_3","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","1","0","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0"
"F15_4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F15_5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F16_1","1","0","0","0","0","1","1","1","1","1","1","1","1","0","1","1","0","0",NA,"1","1",NA,"0","0",NA,"1","0",NA,"0","1","1","1","0","1","1","1","1","1","0","0","0","1","0","0","0","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","0",NA,NA,NA,"1","1","0",NA,"0",NA,NA,NA,"0",NA,NA,"1","1","0","1","0","0","1",NA,NA,"0",NA,"0","0",NA,"0","0","1","0","1","0","1","0",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"0","0"
"F16_2","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"F16_3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"F16_4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F16_5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F17_1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0"
"F17_2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"F17_3","0","1","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0"
"F17_4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"F17_5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"F18_1","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","1","0","0","0","0","1","1","0","1","1","0","0","1","0","1","1","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","1","1","0","1","0","1"
"F18_2","1","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","1","1","1","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","1","0","1","1","0","0","1","1","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","1","0","1","0"
"F18_3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"F19_1","0","0","0","0","0","0","1","1","0","1","0","1","1","0","1","1","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0"
"F19_2","0","0","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","1","1","0","1","0","0","0","1","1","1","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","1","0","1","0"
"F19_3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F19_4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"F19_5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F19_6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1"
"F20_1",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0",NA,"0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",NA
"F20_2","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0","0","1","0","1","1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"F20_3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F20_4","0","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0"
"F20_5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0"
"F21_1",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",NA
"F21_2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0"
